age,gender,class,Fav Subject,Mrks in Maths,Mrks in Science,Mrks in History,Mrks in geography,Mrks in English,Mrks in Marathi,Mrks in Hindi,Mrks in Computer
15,m,10,History,94,84,78,79,35,81,77,84
9,m,4,Geography,86,79,70,81,87,43,42,94
7,f,2,Hindi,67,73,81,91,94,40,85,83
15,m,10,History,49,100,46,57,39,52,48,63
8,m,3,Marathi,67,69,88,52,62,52,66,70
7,m,2,Hindi,88,44,41,78,51,72,91,73
12,f,7,Computer,77,67,52,46,69,42,79,58
11,m,6,Marathi,99,88,46,83,78,62,57,44
13,f,8,Maths,59,35,83,66,84,90,53,57
8,m,3,Marathi,89,42,41,79,88,60,58,65
13,f,8,Computer,59,39,96,95,99,47,50,98
15,f,10,Geography,91,46,57,74,38,72,72,51
7,m,2,Science,97,65,61,96,62,97,36,61
12,m,7,Hindi,50,51,48,79,79,96,76,92
9,m,4,Marathi,99,81,99,66,55,56,47,97
11,f,6,Geography,75,52,60,64,94,68,69,96
14,f,9,Computer,52,88,71,49,60,90,87,46
8,m,3,Hindi,91,43,81,82,47,66,52,63
14,f,9,Maths,90,55,46,67,56,58,90,99
14,m,9,History,95,92,55,67,82,86,100,51
14,m,9,Maths,61,64,42,83,75,86,56,41
9,f,4,English,72,90,82,94,46,58,64,72
8,f,3,Maths,55,90,46,84,90,75,59,53
12,m,7,History,96,70,74,40,41,94,83,97
6,m,1,Computer,80,74,42,60,67,74,52,46
8,f,3,Science,89,98,75,78,43,59,38,37
14,m,9,English,90,58,50,84,57,58,96,43
11,m,6,English,79,77,35,46,84,55,70,86
6,m,1,Hindi,69,42,45,93,37,90,51,39
13,f,8,Marathi,83,97,47,78,42,52,90,82
13,m,8,Hindi,50,95,87,46,74,62,95,44
7,f,2,Geography,52,43,37,48,75,64,70,86
12,m,7,Computer,37,52,72,84,39,39,54,89
7,f,2,Hindi,38,86,55,49,65,37,36,87
10,f,5,Computer,78,35,42,38,85,62,96,62
9,m,4,Marathi,76,96,59,79,64,46,87,60
6,m,1,Geography,69,97,40,70,57,45,70,100
8,m,3,Geography,75,54,96,38,52,48,87,85
12,f,7,Marathi,59,60,80,49,78,80,73,42
15,f,10,Science,67,61,92,91,84,80,66,96
8,m,3,Maths,72,55,63,63,71,44,99,61
10,f,5,Science,50,77,51,92,73,83,68,41
6,m,1,Science,57,93,47,64,67,52,92,40
14,m,9,English,93,61,42,91,63,49,76,87
14,f,9,Maths,99,41,95,39,40,38,84,98
14,f,9,Computer,74,38,44,95,58,99,55,58
10,m,5,Marathi,100,37,42,39,38,50,76,72
9,m,4,History,42,87,74,52,58,75,100,58
13,f,8,Geography,51,69,81,42,70,74,76,50
15,m,10,Maths,55,50,53,48,77,86,87,98
12,m,7,Hindi,74,81,44,70,70,77,63,80
10,m,5,History,66,82,35,45,65,89,92,45
13,f,8,Geography,51,91,69,96,93,52,43,88
10,m,5,History,99,66,71,64,57,92,54,90
13,f,8,Geography,70,48,85,63,79,42,83,94
13,m,8,Maths,85,90,59,41,87,73,78,70
11,f,6,Hindi,51,37,96,70,71,38,80,52
11,f,6,Geography,79,71,91,49,72,96,41,77
7,m,2,Maths,83,58,82,46,92,87,93,39
10,m,5,History,72,63,84,95,100,88,85,91
9,m,4,Maths,59,68,62,40,95,96,84,78
12,f,7,Science,54,92,94,90,88,85,62,96
11,f,6,Geography,48,96,100,66,63,95,59,79
7,m,2,History,79,100,45,43,53,97,96,78
6,f,1,Maths,66,100,56,94,99,81,69,51
7,m,2,English,43,45,55,53,88,86,84,61
10,m,5,Computer,63,48,100,93,71,35,42,83
13,f,8,Geography,51,78,42,57,44,94,53,96
13,f,8,Hindi,69,68,41,78,43,74,86,48
12,m,7,Computer,73,80,59,43,47,51,71,43
12,m,7,History,95,72,67,80,63,96,57,96
12,f,7,Science,45,85,90,68,35,51,45,51
14,m,9,History,37,59,70,80,56,81,81,39
10,m,5,Geography,65,83,63,83,41,90,79,82
9,m,4,Computer,66,72,85,72,68,57,72,77
9,f,4,Science,38,99,44,52,47,37,47,50
7,m,2,History,61,93,96,75,94,88,78,56
15,f,10,Maths,51,60,90,85,58,89,97,100
12,m,7,Computer,81,88,83,81,50,73,40,64
13,f,8,Science,61,86,83,97,80,41,63,39
7,f,2,Computer,70,74,81,87,95,57,35,87
7,m,2,Hindi,73,87,69,55,66,41,47,56
8,m,3,Computer,89,42,51,63,71,90,83,59
13,m,8,Science,73,61,63,56,74,70,70,88
11,f,6,English,55,59,92,73,64,88,68,37
14,f,9,Science,98,61,71,36,90,97,43,55
7,m,2,Science,37,64,96,76,75,80,98,47
11,f,6,Science,98,98,50,77,59,35,69,57
14,m,9,Maths,77,44,85,61,41,51,63,45
14,m,9,History,83,54,56,92,64,57,73,45
14,f,9,Marathi,66,96,49,88,36,47,84,43
12,f,7,Hindi,94,63,89,61,56,72,39,88
6,m,1,Geography,86,94,72,96,91,85,44,95
6,m,1,Computer,76,69,75,98,90,65,56,87
10,f,5,Science,81,100,52,57,49,44,77,71
6,m,1,Hindi,89,74,62,68,72,85,42,71
8,m,3,Geography,47,41,44,78,63,59,94,82
13,m,8,History,40,96,83,37,40,73,90,48
14,f,9,History,41,54,47,60,71,59,98,46
6,m,1,English,56,82,37,100,99,89,76,61
10,f,5,Hindi,83,48,91,91,74,49,73,60
11,m,6,Computer,79,57,56,71,81,74,89,92
6,f,1,Science,65,42,77,79,52,57,46,97
14,f,9,Computer,88,61,94,56,45,51,90,50
6,m,1,History,94,59,64,44,57,70,51,64
8,m,3,Marathi,79,82,43,93,52,42,91,68
11,m,6,Hindi,58,66,57,44,49,93,80,75
11,f,6,Marathi,50,84,38,57,86,39,72,45
9,f,4,Geography,89,87,69,45,40,78,78,72
14,m,9,Marathi,91,83,57,63,70,78,74,74
8,f,3,Computer,46,86,61,76,97,73,67,95
14,m,9,Geography,91,69,53,81,74,77,100,86
10,m,5,Computer,65,49,83,96,58,78,88,61
10,f,5,Computer,80,42,79,84,65,55,74,37
10,f,5,Science,63,42,53,92,43,72,67,63
13,m,8,English,70,57,53,53,88,39,87,98
15,m,10,Maths,65,70,88,89,57,92,60,82
7,f,2,Geography,74,57,51,42,45,45,39,93
13,m,8,English,69,40,60,90,59,86,56,95
7,m,2,Marathi,60,46,91,95,62,73,99,95
10,m,5,Geography,61,37,56,55,89,42,92,74
14,f,9,Marathi,60,69,100,75,88,43,48,42
15,m,10,Geography,46,35,92,45,83,40,74,61
11,f,6,Science,45,52,90,95,84,41,95,66
13,m,8,Hindi,58,64,47,75,44,93,39,53
12,f,7,Maths,60,79,83,85,65,90,90,66
13,f,8,Marathi,62,59,79,49,41,75,100,45
12,m,7,English,77,66,76,42,98,69,81,71
10,m,5,Computer,47,84,66,91,92,77,68,62
15,m,10,Marathi,47,59,97,96,59,90,50,77
8,f,3,English,92,49,79,44,37,79,68,62
12,f,7,Science,87,39,69,41,99,95,71,76
14,m,9,Science,93,87,45,62,37,93,58,99
15,f,10,Geography,88,57,91,99,36,97,93,66
9,m,4,English,67,54,77,45,67,95,51,69
6,m,1,English,36,64,74,74,94,71,77,37
11,f,6,Science,63,46,49,50,72,97,79,90
9,f,4,Marathi,91,81,82,70,76,66,39,60
10,m,5,Marathi,66,38,79,66,42,69,84,96
14,m,9,History,67,95,44,89,35,36,36,81
11,f,6,Maths,74,51,59,90,36,77,82,88
15,m,10,Science,55,54,81,87,73,79,57,47
13,m,8,History,72,84,45,97,91,84,53,47
6,m,1,Science,65,71,100,91,93,47,40,44
7,f,2,Geography,37,49,48,93,50,88,79,93
8,m,3,Hindi,76,44,100,48,97,40,73,85
13,f,8,Marathi,97,43,66,54,73,43,50,89
15,m,10,Marathi,43,100,61,52,76,76,71,39
6,f,1,History,64,85,45,66,35,38,96,81
15,f,10,History,70,53,89,52,61,78,100,84
8,m,3,Maths,91,79,56,55,75,76,79,77
11,m,6,History,75,97,92,79,73,48,99,44
15,m,10,English,89,87,58,79,88,58,56,68
9,f,4,Geography,81,82,53,43,53,87,66,50
6,f,1,Geography,99,85,42,44,44,59,99,38
14,m,9,Marathi,73,93,77,42,89,63,44,60
13,f,8,Hindi,83,74,48,85,46,93,84,100
7,m,2,Hindi,47,98,93,53,97,38,43,80
13,m,8,History,52,71,82,100,44,82,86,94
6,f,1,Hindi,53,58,55,78,90,56,56,35
9,f,4,History,86,83,86,93,91,87,51,35
15,m,10,Maths,85,86,75,98,60,42,80,47
9,m,4,Maths,41,50,35,40,53,42,92,64
15,f,10,Science,52,35,90,44,92,57,73,45
14,m,9,Computer,90,69,44,59,93,90,81,50
15,m,10,English,65,42,70,43,60,46,57,63
14,m,9,Hindi,44,84,55,36,47,41,84,75
13,f,8,Computer,58,69,35,91,65,45,97,63
9,m,4,Marathi,45,47,40,58,92,84,65,35
7,f,2,Marathi,97,45,36,69,70,43,43,81
11,m,6,Science,58,77,93,68,72,82,89,98
14,f,9,History,66,86,88,72,89,82,36,83
8,f,3,Science,49,44,48,66,92,80,85,40
7,m,2,History,75,40,79,63,80,47,56,68
14,m,9,History,51,43,57,35,90,56,56,97
13,m,8,Geography,55,60,37,50,61,50,50,53
15,f,10,History,36,54,41,74,66,47,96,40
12,f,7,Computer,90,42,77,59,52,66,57,85
8,m,3,Science,69,80,81,59,61,70,74,97
8,f,3,Geography,64,57,74,57,61,71,67,44
6,m,1,Science,52,89,41,71,78,87,57,95
12,m,7,Marathi,50,69,46,38,55,50,96,85
9,f,4,Computer,88,85,37,74,60,99,42,76
10,f,5,Hindi,89,56,53,61,94,65,42,78
9,m,4,Computer,86,99,85,37,50,56,84,88
12,m,7,Hindi,61,91,56,69,80,54,40,84
13,f,8,Maths,92,50,79,88,97,71,97,57
8,m,3,Hindi,45,100,62,63,42,39,35,68
15,m,10,English,86,84,35,49,72,64,79,79
15,m,10,Science,46,77,45,65,95,84,93,95
10,f,5,Science,42,57,87,89,85,79,94,67
13,m,8,Computer,51,66,60,83,35,78,50,80
6,f,1,Maths,44,52,63,97,84,37,61,94
7,m,2,Marathi,59,81,44,51,63,64,79,59
11,f,6,Hindi,35,81,46,71,81,73,38,35
9,f,4,History,69,65,73,36,86,54,50,84
13,m,8,Maths,73,39,45,72,88,35,94,45
11,m,6,Geography,60,36,42,62,77,35,37,57
7,m,2,History,78,92,39,50,56,40,45,58
15,f,10,English,94,90,83,74,66,35,59,82
8,f,3,History,49,70,45,71,57,87,90,76
7,m,2,Hindi,58,96,38,84,56,80,86,50
14,f,9,Geography,100,75,41,47,99,79,52,50
6,m,1,Hindi,42,90,57,92,53,78,89,37
15,m,10,English,48,44,59,96,61,57,37,70
12,f,7,English,35,57,72,96,71,47,37,96
14,f,9,Computer,37,80,67,93,94,88,97,51
9,m,4,History,65,60,61,82,44,56,59,61
10,m,5,Maths,93,62,67,67,88,44,82,73
7,f,2,Science,42,48,83,38,54,88,41,82
15,m,10,Maths,43,85,87,80,39,83,84,70
7,m,2,Computer,87,92,77,59,84,90,91,92
7,m,2,Marathi,77,62,77,90,100,57,91,92
11,f,6,History,56,80,39,42,72,69,76,43
12,m,7,History,52,89,79,65,90,94,91,39
12,f,7,Hindi,98,85,44,81,46,91,38,50
15,m,10,History,71,56,94,63,72,38,87,78
11,f,6,Geography,85,100,55,58,39,80,80,35
11,f,6,Marathi,87,96,83,63,35,56,59,39
15,m,10,Hindi,97,80,35,38,84,52,50,42
11,m,6,English,92,50,80,99,83,78,63,41
11,m,6,Science,86,72,78,45,98,45,49,99
13,f,8,History,79,49,79,59,45,83,64,60
15,f,10,Marathi,95,48,51,37,70,76,44,39
6,m,1,Maths,99,36,94,84,65,93,58,80
13,f,8,Computer,48,52,64,92,80,82,56,52
9,m,4,English,63,44,70,76,57,63,40,49
13,m,8,Computer,100,62,52,77,46,100,72,43
7,f,2,Science,58,88,91,99,97,69,70,69
7,f,2,Computer,87,45,53,71,46,94,54,54
10,m,5,Computer,42,73,55,59,36,62,83,92
7,m,2,Geography,35,75,54,63,41,93,94,92
12,f,7,Geography,95,62,67,66,40,80,60,43
11,m,6,Marathi,79,66,38,84,98,61,42,58
11,m,6,English,69,78,48,43,97,71,76,64
6,m,1,English,65,36,90,89,91,99,52,96
13,f,8,Science,99,51,91,75,37,70,68,91
12,m,7,Science,56,38,68,62,73,35,83,74
8,f,3,Maths,93,73,77,45,60,89,55,80
13,m,8,Hindi,36,39,61,49,85,97,52,92
13,f,8,Computer,60,73,60,85,46,36,64,93
11,f,6,Maths,66,77,80,74,57,87,85,85
8,m,3,History,36,65,52,83,40,40,47,41
7,m,2,History,99,69,72,55,37,87,80,100
8,m,3,English,97,99,63,89,99,98,46,67
11,f,6,Geography,60,56,78,69,54,73,56,60
7,f,2,Maths,71,78,53,100,51,35,61,70
15,m,10,History,38,43,70,99,82,67,62,77
10,f,5,Maths,44,95,55,95,85,79,94,87
8,m,3,Computer,47,39,40,92,86,39,92,57
15,m,10,Maths,88,93,63,79,54,61,68,42
15,f,10,Computer,75,60,71,97,60,68,69,100
7,f,2,Computer,70,61,77,60,67,63,91,54
12,m,7,English,79,59,57,50,60,63,88,80
10,m,5,Computer,85,35,67,48,40,77,85,76
11,f,6,Hindi,48,84,96,94,88,52,53,93
7,m,2,Computer,79,71,52,60,80,91,81,89
8,m,3,Marathi,85,90,88,96,79,68,90,43
6,m,1,Science,35,66,48,83,68,84,61,73
7,f,2,Maths,80,80,55,92,37,38,94,95
9,m,4,History,39,55,70,43,64,74,68,55
15,f,10,Hindi,72,58,90,74,37,48,57,55
11,m,6,History,68,48,42,58,48,76,54,59
11,f,6,Geography,56,77,76,57,58,77,51,97
13,f,8,Marathi,71,85,55,69,38,84,90,83
12,m,7,Computer,78,52,83,74,91,84,38,75
15,m,10,Hindi,41,60,35,65,86,92,86,78
13,m,8,Computer,100,52,62,39,93,67,90,38
10,f,5,Maths,44,70,59,61,49,93,81,98
11,f,6,Marathi,78,96,86,58,56,50,58,88
15,m,10,Computer,71,66,87,36,53,46,98,83
11,f,6,Geography,65,63,79,79,45,61,48,54
12,m,7,Geography,39,85,86,94,72,66,64,78
15,m,10,Science,73,96,84,79,55,91,93,86
15,f,10,Marathi,67,94,42,39,56,46,79,62
11,f,6,Science,85,45,47,82,51,35,42,93
6,m,1,Geography,41,91,73,90,41,57,97,35
15,m,10,History,85,63,49,59,91,76,95,71
15,f,10,Science,41,94,47,93,47,91,96,79
9,m,4,Science,95,97,82,61,62,92,83,76
7,m,2,English,80,53,71,58,90,35,96,47
6,m,1,History,72,36,40,71,35,83,64,43
10,f,5,History,82,86,72,44,96,71,85,58
11,m,6,Maths,50,98,53,46,55,56,50,95
15,f,10,Hindi,58,42,51,75,39,56,61,91
8,m,3,Hindi,38,38,36,98,64,48,52,100
7,f,2,Science,80,80,89,64,99,60,72,88
9,f,4,History,70,58,79,100,85,54,87,36
15,m,10,Marathi,66,87,86,60,48,59,66,77
6,m,1,Computer,82,96,46,92,100,38,95,57
8,m,3,Geography,63,72,63,62,86,72,63,40
15,f,10,Maths,56,89,43,77,58,37,87,98
11,f,6,Hindi,38,37,85,36,50,74,47,57
6,m,1,English,91,72,36,44,61,68,35,51
10,f,5,Computer,96,76,43,59,66,62,54,61
14,m,9,Hindi,40,52,94,48,85,82,72,81
8,m,3,History,67,42,69,56,53,51,52,79
10,f,5,History,61,68,87,40,92,50,55,56
12,f,7,Maths,42,50,67,100,54,50,63,88
7,m,2,Hindi,94,52,80,84,64,43,36,62
6,m,1,English,100,53,87,84,35,96,80,100
6,f,1,Maths,47,63,70,69,50,35,58,78
13,m,8,Marathi,87,49,79,69,99,52,77,63
8,m,3,English,46,83,51,67,65,49,38,42
8,m,3,Marathi,51,38,35,58,95,35,93,64
15,f,10,History,46,59,91,45,37,86,88,94
8,m,3,English,91,62,40,85,73,81,68,51
9,f,4,History,75,42,93,68,37,67,98,62
7,m,2,Computer,99,75,38,67,83,57,75,51
11,f,6,Computer,90,66,43,74,91,39,47,73
10,f,5,English,55,91,63,45,36,70,96,44
14,m,9,Marathi,37,91,73,36,92,38,82,48
11,m,6,Maths,46,100,56,69,81,63,82,35
12,m,7,Hindi,55,41,64,87,59,79,87,46
11,f,6,Computer,88,67,67,48,77,97,85,83
9,f,4,Science,56,48,76,68,89,49,55,47
14,m,9,History,35,57,37,63,53,71,87,64
7,f,2,Marathi,41,78,78,83,70,63,86,40
11,m,6,Hindi,97,72,100,81,45,44,63,58
11,m,6,Marathi,100,69,75,58,65,97,54,73
15,f,10,Marathi,36,92,97,45,64,95,83,71
7,f,2,Science,39,58,69,36,57,61,74,69
14,m,9,Hindi,43,37,65,66,43,77,66,74
15,m,10,Maths,75,60,72,60,88,55,60,83
14,f,9,History,92,55,46,35,36,57,92,42
11,m,6,Marathi,94,57,43,87,45,58,81,93
9,m,4,Computer,43,89,86,45,45,87,36,69
9,m,4,English,69,63,75,77,43,91,56,70
8,f,3,Geography,73,86,66,59,56,96,58,86
7,m,2,Science,90,45,78,36,77,62,65,79
10,f,5,Hindi,69,63,66,73,86,49,83,64
10,m,5,Science,90,69,67,83,51,73,84,79
7,f,2,Science,49,46,89,96,94,90,54,59
6,f,1,Science,53,46,81,58,76,62,43,92
11,m,6,Hindi,76,62,77,43,43,73,65,50
14,m,9,English,57,60,95,44,44,80,60,45
9,m,4,Science,42,46,51,76,64,82,91,61
11,f,6,Geography,92,91,85,55,94,74,39,56
13,f,8,Maths,74,94,97,43,63,92,36,71
8,m,3,Computer,77,39,74,35,40,44,81,43
15,f,10,Maths,97,79,98,51,84,94,66,46
8,m,3,Geography,67,72,39,46,66,86,64,42
7,m,2,Marathi,81,70,78,95,76,80,43,89
8,f,3,History,79,64,53,54,95,96,93,45
15,f,10,History,60,63,90,61,47,97,49,79
9,m,4,Maths,56,64,63,100,97,43,83,53
6,m,1,Maths,95,85,62,95,58,78,78,74
13,f,8,Hindi,42,61,73,51,93,99,65,83
14,m,9,Marathi,79,44,91,39,38,49,92,77
6,m,1,Maths,85,52,97,97,95,68,36,100
14,m,9,Marathi,47,76,87,52,62,65,69,39
15,f,10,Marathi,89,75,90,74,94,48,80,48
12,m,7,Marathi,44,51,76,72,66,69,54,68
15,f,10,Maths,73,72,76,66,86,38,58,97
11,m,6,Hindi,41,48,71,50,64,47,87,75
12,f,7,Geography,93,62,68,77,81,37,84,44
8,f,3,History,74,75,77,47,72,81,65,96
10,m,5,Hindi,38,77,60,94,91,40,74,44
8,m,3,History,49,65,80,68,79,84,42,38
11,m,6,Geography,84,41,92,37,84,36,65,74
7,f,2,History,76,48,97,35,91,79,39,49
8,f,3,Maths,63,38,70,95,47,53,54,88
7,m,2,English,73,65,61,88,52,76,49,77
10,f,5,Geography,86,78,91,37,99,41,57,84
14,m,9,Computer,94,96,92,82,92,54,79,58
6,m,1,English,97,69,46,68,92,48,61,98
8,f,3,Science,94,72,40,70,92,77,42,45
10,f,5,Geography,97,45,89,100,65,72,35,83
8,m,3,English,45,44,62,64,37,62,96,62
14,m,9,Maths,50,91,49,52,82,77,39,59
9,f,4,Computer,98,64,49,79,48,84,53,73
8,m,3,History,93,40,45,49,76,69,71,71
15,m,10,Science,76,45,67,63,65,52,36,71
12,m,7,Hindi,77,89,71,56,97,75,55,54
9,f,4,Geography,52,36,45,69,60,68,72,53
8,m,3,Computer,51,48,51,77,57,93,47,89
14,f,9,Geography,43,84,68,82,57,73,72,59
15,m,10,Geography,58,99,36,82,60,75,64,44
9,f,4,Geography,80,48,87,55,40,67,81,59
12,f,7,Geography,45,57,51,57,37,46,73,45
15,m,10,Hindi,79,89,67,69,37,92,85,36
11,m,6,Geography,84,52,39,44,64,72,52,57
13,m,8,Geography,63,45,50,64,85,88,70,87
11,f,6,History,45,79,73,60,37,43,56,76
12,f,7,Computer,94,36,69,91,36,56,89,80
6,m,1,Geography,62,60,97,39,46,72,54,51
9,f,4,Maths,97,66,48,44,45,40,37,44
10,m,5,Computer,100,43,91,99,47,70,85,65
13,m,8,Hindi,48,99,71,93,51,63,60,54
14,f,9,Science,43,97,35,70,91,35,37,83
15,f,10,English,83,92,58,95,44,92,61,50
13,m,8,Hindi,82,91,98,92,80,81,86,44
6,m,1,Computer,53,72,61,72,80,70,61,72
7,f,2,Hindi,45,61,80,89,79,78,63,65
15,m,10,Hindi,83,74,64,89,37,88,36,56
12,m,7,Hindi,53,93,47,72,85,82,67,71
13,m,8,English,86,37,52,47,85,75,35,77
12,f,7,Geography,61,68,46,70,91,86,41,75
8,m,3,Marathi,42,50,82,77,42,100,72,49
9,f,4,History,47,76,63,65,44,45,75,86
10,m,5,English,85,51,45,55,42,91,80,69
10,f,5,Marathi,36,84,82,79,94,98,38,80
14,f,9,Marathi,71,58,38,50,61,42,42,74
10,m,5,English,85,36,88,54,58,76,85,86
9,m,4,Hindi,35,100,79,56,81,65,66,35
12,m,7,Maths,59,42,76,50,55,47,89,41
14,f,9,Science,41,95,42,94,59,54,39,63
11,f,6,History,36,87,57,64,95,73,48,43
15,m,10,English,78,47,85,88,100,100,81,75
6,f,1,Geography,79,60,89,57,58,39,80,60
11,m,6,Marathi,44,65,39,97,39,40,99,56
13,m,8,Geography,38,63,82,76,63,91,67,48
11,f,6,Marathi,53,57,61,99,77,50,48,63
9,f,4,Maths,82,88,82,64,85,37,85,55
9,m,4,Hindi,63,75,84,59,69,47,93,71
15,m,10,Marathi,91,66,86,50,41,74,52,73
11,f,6,English,85,64,90,81,90,73,39,71
7,m,2,Geography,38,90,93,85,35,74,85,54
13,m,8,Maths,55,86,82,73,47,48,85,91
7,m,2,Maths,59,96,74,41,82,92,37,77
15,f,10,English,49,87,65,62,85,49,92,68
11,m,6,Hindi,97,68,74,80,80,87,56,99
14,f,9,English,90,47,40,77,50,68,92,62
7,m,2,Maths,64,87,44,51,62,55,75,54
12,f,7,Science,41,85,70,90,93,98,73,36
6,f,1,Marathi,82,66,91,69,65,46,44,70
7,m,2,Hindi,86,83,86,69,60,67,51,80
11,m,6,History,86,93,85,38,98,72,73,41
9,m,4,Hindi,82,88,76,87,91,47,69,60
13,f,8,Science,96,89,99,37,85,58,50,57
6,f,1,Marathi,65,70,67,99,58,75,90,98
11,m,6,Hindi,98,92,70,60,53,76,86,55
9,f,4,Hindi,45,48,50,47,65,55,79,58
14,m,9,Computer,80,51,47,81,82,95,46,93
8,m,3,Maths,62,46,57,70,48,58,56,71
13,f,8,Science,89,42,95,59,62,50,58,63
7,f,2,Marathi,78,51,85,71,55,96,76,50
15,m,10,Computer,97,98,91,91,69,93,85,80
15,m,10,Marathi,54,54,49,45,89,35,92,70
14,f,9,Science,98,72,51,50,70,43,54,88
13,m,8,Science,65,70,48,72,71,51,97,47
7,m,2,Geography,87,70,49,75,52,54,55,98
10,m,5,History,63,80,75,76,44,47,71,84
9,f,4,Marathi,72,40,42,69,60,76,88,65
13,m,8,Science,92,97,86,69,49,47,50,72
6,f,1,Maths,93,72,66,51,69,72,64,93
9,m,4,English,63,85,69,87,69,47,47,81
10,f,5,English,88,93,81,63,40,47,97,89
11,f,6,History,50,89,51,77,60,87,63,97
8,m,3,Science,60,55,49,47,56,45,45,58
12,m,7,Science,62,60,99,100,47,42,61,68
8,m,3,Geography,61,74,54,55,82,76,47,82
15,f,10,Marathi,80,86,95,44,47,35,55,72
12,f,7,Maths,43,92,85,86,86,42,75,88
6,m,1,History,90,92,42,93,49,100,98,87
6,f,1,Geography,74,81,84,80,78,97,85,90
9,m,4,Science,96,67,97,84,49,51,58,35
7,m,2,Geography,35,75,43,90,64,49,69,44
6,f,1,Marathi,51,68,53,92,74,73,79,98
12,f,7,Science,58,84,63,52,45,70,52,84
11,m,6,Geography,63,81,70,86,79,36,86,52
14,m,9,Marathi,38,59,88,94,97,64,54,54
9,f,4,Computer,49,98,66,39,65,68,39,65
6,m,1,Hindi,84,60,83,72,69,67,51,44
8,m,3,Geography,72,79,36,73,75,59,74,41
10,m,5,English,49,51,44,45,37,36,36,52
14,f,9,Marathi,48,45,45,87,55,90,48,47
6,m,1,Maths,81,90,41,71,83,54,95,80
9,f,4,Computer,59,89,76,86,81,69,94,69
8,m,3,Science,57,80,71,100,79,42,48,43
9,f,4,Science,42,76,63,67,97,48,67,59
8,f,3,Marathi,91,54,50,39,87,60,45,99
9,m,4,Hindi,41,99,99,94,39,39,42,57
15,m,10,Geography,77,37,82,90,45,73,98,82
10,m,5,Geography,95,55,96,64,59,48,78,55
7,f,2,Science,88,63,100,86,90,95,44,50
7,f,2,Geography,51,44,89,43,68,44,38,85
8,m,3,Science,79,82,53,37,42,100,81,64
12,f,7,Hindi,41,35,39,53,84,44,98,71
7,m,2,Geography,58,58,43,56,76,56,97,66
12,m,7,English,72,73,40,79,75,44,84,78
12,f,7,Geography,48,98,86,67,100,41,92,69
7,f,2,Maths,98,98,60,44,96,87,54,76
7,m,2,Maths,36,86,77,40,73,35,56,74
14,m,9,English,57,43,71,84,54,75,99,49
7,f,2,Computer,46,85,94,58,54,68,41,46
8,m,3,Geography,98,55,44,56,62,45,39,41
7,m,2,Hindi,48,59,63,49,70,60,71,60
6,m,1,Maths,63,74,52,52,88,54,73,94
9,f,4,Science,89,61,93,56,77,51,88,90
8,m,3,Maths,40,74,49,75,49,64,82,59
8,f,3,Marathi,77,56,72,66,65,44,50,91
9,m,4,Computer,68,90,65,78,41,83,43,38
8,f,3,Hindi,90,78,37,89,49,75,79,63
13,f,8,History,51,55,44,61,95,65,93,61
11,m,6,Computer,79,56,98,84,66,63,51,93
9,m,4,History,69,94,62,81,52,100,81,72
7,m,2,English,40,91,98,35,43,41,48,92
12,f,7,Science,76,93,59,81,36,56,52,55
15,f,10,Marathi,58,96,63,47,80,72,86,80
6,m,1,Marathi,95,45,68,73,88,80,78,68
14,f,9,Hindi,94,93,52,80,72,93,58,57
6,m,1,Geography,51,48,37,48,85,48,94,79
15,m,10,Hindi,83,45,35,50,77,73,77,93
11,f,6,Geography,70,99,63,47,68,37,76,39
13,f,8,Marathi,93,36,77,38,95,80,42,53
11,m,6,Science,60,99,46,35,94,35,60,74
15,m,10,Geography,95,45,94,76,61,59,71,87
10,f,5,Computer,57,92,55,93,59,63,42,41
7,m,2,History,83,45,50,79,59,84,75,63
8,m,3,History,79,40,47,80,35,77,74,100
9,m,4,History,99,87,63,84,100,81,44,76
6,f,1,Marathi,87,70,85,43,44,45,56,39
15,m,10,Geography,88,59,60,57,49,88,82,58
10,f,5,Computer,44,85,51,81,37,97,39,64
13,m,8,History,75,82,67,37,87,42,89,39
15,f,10,History,100,44,64,86,96,67,98,64
6,f,1,History,85,40,60,38,54,75,68,69
7,m,2,Computer,57,85,94,85,79,44,55,85
10,m,5,Computer,82,48,85,76,91,53,58,88
7,m,2,Computer,96,86,51,76,43,73,46,37
15,f,10,Computer,90,42,41,40,95,59,97,40
7,f,2,Hindi,74,60,67,44,71,51,68,58
9,m,4,History,95,85,58,47,98,79,58,62
9,f,4,Geography,75,86,93,46,80,73,67,46
15,m,10,Geography,75,92,70,41,52,56,67,96
11,m,6,Geography,88,94,91,58,46,52,100,64
14,f,9,Hindi,87,93,62,76,59,56,58,40
11,f,6,English,75,80,87,37,35,83,61,65
14,m,9,Maths,76,72,69,35,88,77,56,84
12,m,7,Marathi,50,51,71,78,68,81,47,56
6,f,1,History,72,92,35,61,88,78,58,43
13,m,8,Computer,41,68,99,76,47,96,86,42
12,m,7,Maths,55,41,69,85,62,69,75,53
13,m,8,Marathi,73,75,100,44,66,67,92,93
13,f,8,History,67,40,98,46,61,45,86,94
14,m,9,English,68,78,98,42,58,57,39,95
14,f,9,Science,68,57,99,66,80,36,47,41
15,m,10,Geography,77,81,83,100,43,38,56,38
12,f,7,Computer,84,86,49,37,59,82,51,83
8,f,3,Geography,98,93,56,62,80,44,71,77
7,m,2,Maths,49,38,80,80,85,65,56,58
